course,covid,firstgen,gender,race_ethnicity,term,grade,semester
Chem1,pre,N,Male   ,Asian,20181,B-,2017_Fall
Chem1,pre,N,Male   ,Asian,20181,A-,2017_Fall
Chem1,pre,N,Male   ,Asian,20181,F,2017_Fall
Chem1,pre,N,Male   ,Asian,20181,B+,2017_Fall
Chem1,pre,N,Male   ,Asian,20181,C,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,A-,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,F,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,W,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,F,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,F,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,F,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,W,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,F,2017_Fall
Chem1,pre,N,Male   ,Black or African American,20181,B-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,W,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,C+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,F,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,F,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,F,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,C-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,C,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,W,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,C,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,D,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,W,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,W,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,F,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B+,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,F,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,F,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,W,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,A,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,C-,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,W,2017_Fall
Chem1,pre,N,Male   ,Hispanic,20181,B,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,C+,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,A+,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,C+,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,C,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,A,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,A,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,B,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,A+,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,A+,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,C+,2017_Fall
Chem1,pre,N,Male   ,Two or more races,20181,C,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,F,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,W,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,F,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,C+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,C-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,C+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,C,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,A-,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B+,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,B,2017_Fall
Chem1,pre,N,Male   ,U.S. Nonresident,20181,W,2017_Fall
Chem1,pre,N,Male   ,Unknown race and ethnicity,20181,B-,2017_Fall
Chem1,pre,N,Male   ,Unknown race and ethnicity,20181,B+,2017_Fall
Chem1,pre,N,Male   ,Unknown race and ethnicity,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,D-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,C-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,D-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,D-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,D+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,C,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,C+,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,B+,2017_Fall
Chem1,pre,N,Male   ,White,20181,D,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,A-,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,W,2017_Fall
Chem1,pre,N,Male   ,White,20181,A+,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,N,Male   ,White,20181,B,2017_Fall
Chem1,pre,N,Male   ,White,20181,B-,2017_Fall
Chem1,pre,N,Male   ,White,20181,F,2017_Fall
Chem1,pre,N,Male   ,White,20181,A,2017_Fall
Chem1,pre,Y,Female ,American Indian or Alaska Native,20181,B,2017_Fall
Chem1,pre,Y,Female ,Asian,20181,B,2017_Fall
Chem1,pre,Y,Female ,Asian,20181,C,2017_Fall
Chem1,pre,Y,Female ,Asian,20181,A-,2017_Fall
Chem1,pre,Y,Female ,Asian,20181,A-,2017_Fall
Chem1,pre,Y,Female ,Black or African American,20181,B-,2017_Fall
Chem1,pre,Y,Female ,Black or African American,20181,C,2017_Fall
Chem1,pre,Y,Female ,Black or African American,20181,W,2017_Fall
Chem1,pre,Y,Female ,Black or African American,20181,B-,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,C+,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,F,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,F,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,F,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,B-,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,B,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,D+,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,A,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,D-,2017_Fall
Chem1,pre,Y,Female ,Hispanic,20181,B+,2017_Fall
Chem1,pre,Y,Female ,Native Hawaiian or Other Pacific Islander,20181,W,2017_Fall
Chem1,pre,Y,Female ,Two or more races,20181,A+,2017_Fall
Chem1,pre,Y,Female ,Two or more races,20181,D,2017_Fall
Chem1,pre,Y,Female ,Two or more races,20181,B-,2017_Fall
Chem1,pre,Y,Female ,Two or more races,20181,B,2017_Fall
Chem1,pre,Y,Female ,Two or more races,20181,C,2017_Fall
Chem1,pre,Y,Female ,Two or more races,20181,F,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,B-,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,C,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,A,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,B-,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,C,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,D,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,A+,2017_Fall
Chem1,pre,Y,Female ,U.S. Nonresident,20181,D+,2017_Fall
Chem1,pre,Y,Female ,White,20181,F,2017_Fall
Chem1,pre,Y,Female ,White,20181,B+,2017_Fall
Chem1,pre,Y,Female ,White,20181,C,2017_Fall
